Title,Author,ISBN Valid,Publisher,Subjects,i,Publication_Date,Category
Mind and madness in ancient Greece : the classical roots of modern psychiatry /,"Simon, Bennett",9780801408595,Cornell Univ Press,folie;littérature grecque antique;philosophie grecque antique,11538,1978,Literature; Philosophy
Combat trauma and the ancient Greeks /,"P. Meineck, D. Konstan",9781137398857,Palgrave Macmillan,Greek literature;History and criticism; Post-traumatic stress disorder in literature; Littérature grecque; État de stress post-traumatique; Littérature grecque;Histoire et critique,11539,2014,History; Literature
Homère et l'Odyssée /,"Saïd, Suzanne",9782701121437,Belin,"Homère.;""Odyssée""; Homère - question homérique; épique;Homère. ""Odyssée""; composition (littérature);Homère. ""Odyssée""",11540,1998,Literature
On acute diseases ; and On chronic diseases /,Caelius Aurelianus,9781016489331,The University of Chicago Press,,11541,2022,Health
Hector /,"Romilly, Jacqueline de",9782877062879,Ed de Fallois,"Hector;Homère. ""Iliade""; littérature;Hector;Moyen-Âge / 20e s.",11542,1997,Literature
Mon coffret premières lectures Montessori /,"Bouvÿ, Chantal",9782092789629,Nathan,Lecture;Étude et enseignement; Méthode Montessori,11543,2020,Education
Nous sommes là : notes concernant la vie sur la planète Terre /,"Jeffers, Oliver",9782877679824,Kaléidoscope,Terre; Vie; Univers; Livres d'images; Ouvrages pour la jeunesse,11544,2018,Livres; Ouvrages; Terre; Univers
Découvre ta ville en t'amusant : Lausanne /,"Corajoud, Pierre",,P Corajoud,"enfant;randonnée pédestre;Lausanne (Suisse, VD);[guide]; enfant;Lausanne (Suisse, VD);[manuel]",11545,2003,Enfant; Guide; Lausanne; Randonnée
"F.B. de Félice, 1723-1789 et son Encyclopédie : Yverdon 1770-1780 : (d'après des documents inédits) /","Maccabez, Eugène",,Impr E Birkhäuser; éditeur non identifié,"De Felice, Fortunato Bartolomeo; De Felice, Fortunato Bartolomeo;""Encyclopédie d'Yverdon""",11546,1903,Art
La France et le Royaume-Uni : des ennemis intimes /,"Tombs, Robert",9782200255657,A Colin,relations internationales;France;Grande-Bretagne;17e s. (milieu)  / 20e s.,11547,2012,France; Grande; Milieu; Relations
La communication en milieu médical : un labyrinthe /,"Singy, Pascal, 1957-",9782889154135,Genoud Arts Graphiques; Presses polytechniques et universitaires romandes,Communication en médecine; Relations médecin-patient; Communication; Physician-Patient Relations; Interprofessional Relations; Patients;psychology; Hôpitaux;Personnel; Relations personnel médical-patient,11548,2021,Psychology
Hikaru no go : résurrection d'un génie du go /,"Hotta, Yumi",9782845802551,Tonkam,,11549,2004,
Tout le bleu du ciel /,"Da Costa, Mélissa",9782253934103,Librairie générale française,Roman français,11550,2020,Fiction
Comme par magie : vivre sa créativité sans la craindre /,"Gilbert, Elizabeth, 1969-",9782702159545,Calmann-Lévy,Créativité; Réalisation de soi,11551,2016,Créativité; Réalisation
Théâtre complet /,"Quinault, Philippe",9782812451140,Classiques Garnier,,11552,2016,
Léviathan : chapitres X-XVIII et XXI /,"Hobbes, Thomas",9782081395497,Flammarion,"Hobbes, Thomas.;""Leviathan""",11553,2017,Hobbes; Leviathan
L'ergothérapie avec les enfants : théories et pratiques /,"Dubochet, Michèle",9782882840141,EESP,Occupational Therapy;methods; Developmental Disabilities;therapy; enfant;ergothérapie; Ergothérapie,11554,1992,Developmental; Enfant; Methods; Occupational; Therapy
L’ergothérapie et l'enfant avec autisme de la naissance à 6 ans : guide pratique /,,9782353273935,De Boeck supérieur,Ergothérapie; Enfants autistes; Autisme infantile;Thérapeutique par l'exercice,11555,2020,Autisme; Enfants; Ergothérapie; Thérapeutique
Le loup en [slip] s'arrache /,"Lupano, Wilfrid",9782505114000,Dargaud,Voyages; Loup; Bandes dessinées,11556,2022,Comics
"Le modèle ludique : le jeu, l'enfant ayant une déficience physique et l'ergothérapie /","Ferland, Francine",9782760618695,Presses de l'université de Montréal,enfant handicapé physique;ergothérapie;jeu,11557,2003,Physics
Elise et Célestin Freinet : l'éducation en liberté /,"Tardy-Joubert, Sophie 19..-....",9782413040101,Delcourt,"Enseignement;Méthodes actives; Freinet, Techniques de; Freinet, Célestin;(1896-1966).; Freinet, Élise;(1898-1983).; Bandes dessinées biographiques; Bandes dessinées",11558,2022,Comics; Education
Thérapie de la main  /,"Mesplié, Grégory",9791030302806,Sauramps médical,Poignet;Lésions et blessures; Main;Lésions et blessures; Kinésithérapie; Diagnostic clinique,11559,2021,Kinésithérapie; Lésions; Poignet
Silence radio : 36 mois pour me relever d'un AVC /,"Bétaucourt, Xavier",9782413024224,Delcourt,Stroke; Cerebrovascular Disorders; Recovery of Function; Graphic Novel; Récupération fonctionnelle; Maladies cérébrovasculaires;Réadaptation; Maladies cérébrovasculaires; Romans graphiques; Récits personnels,11560,2022,Fiction
Le loup en [slip] dans cache-noisettes /,"Lupano, Wilfrid",9782505089490,Dargaud Bénélux,Loup; Animaux des forêts; Bandes dessinées,11561,2021,Comics
Le loup en [slip] n'en fiche pas une /,"Lupano, Wilfrid",9782505075325,Dargaud,Loup; Animaux des forêts; Bandes dessinées,11562,2019,Comics
Speak /,"Carroll, Emily 1983-",9782369819974,Rue de Sèvres,Rape; Battered Women; Victimes de viol; Graphic Novel; Bandes dessinées; Ouvrages pour la jeunesse,11563,2019,Comics
Histoire de la guerre civile russe : 1917-1922 /,"Marie, Jean-Jacques",9791021010086,Tallandier,Révolution de 1917-1921 (URSS),11564,2015,Révolution
God save my queen /,"Ekland, Louise 1978-....",9782268107004,Éditions du Rocher,Elisabeth;(reine d'Angleterre ;;2); Rois et souverains;Grande-Bretagne;1945-....; Moeurs et coutumes;Grande-Bretagne;1945-....,11565,2022,Elisabeth; Reine; Souverains
"Société suisse de radiodiffusion et télévision, 1931-1970 /","Pünter, Otto",,SSR,Société suisse de radiodiffusion et télévision (Suisse);1931 / 1970; télévision;Suisse;1931 / 1970; radiodiffusion;Suisse;1931 / 1970; SUISSE; RADIODIFFUSION; TELEVISION,11566,1971,Société; Suisse; Télévision
Fées du logis : l'enseignement ménager dans le Canton de Vaud de 1834 à 1984 /,"Schibler, Tamlin",,Swiss Printers IRL; Bibliothèque historique vaudoise,,11567,2008,
"""Deux enfants, c'est déjà pas mal"" : famille et fécondité en Suisse (1955-1970) /","Rusterholz, Caroline, 1986-",9782889011223,Editions Antipodes,Famille;Sociologie;Suisse romande;1955-1970,11568,2017,Fiction; Sociology
"Procédure administrative vaudoise : texte annoté de la loi sur la procédure administrative vaudoise, textes de la loi vaudoise d'organisation judiciaire et d'autres lois utiles en procédure administrative : 2012 /","Bovay, Benoît, 1959-",9783719030957,Helbing Lichtenhahn,Procédure administrative; Droit administratif; Verwaltungs- und Verwaltungsgerichtsverfahren; kantonales Recht; kantonales Verwaltungsrechtspflegegesetz; Jurisprudence; Organization and Administration; Switzerland; Schweiz; Waadt; Vaud (Suisse); Vaud; Legislation; Textreproduktion; Kommentar(Werk),11569,2012,Law
"Le guide pratique du jeûne : [santé, détox, bien-être, prévention]... /","Coudron, Lionel",9782360982745,Terre vivante,Diète; Guides pratiques,11570,2017,Diète; Guides
"Introduction à la comptabilité : bilan, compte de résultat, journal : [théorie et exercices] /","Bucheler, Rémy",9782606013912,LEP,Comptabilité; Manuels d'enseignement,11571,2013,Education
"Introduction à la comptabilité : bilan, compte de résultat, journal : [théorie et exercices] /","Bucheler, Rémy",9782606013912,LEP,Comptabilité;Suisse; Manuels d'enseignement,11572,2013,Education
"Plus tard, c'est maintenant ! : stratégies radicales pour triompher de la procrastination et des distractions /","Tracy, Brian",9782354563806,Diateino,Efficacité de l'organisation; Auto-efficacité; Procrastination; Guides pratiques,11573,2021,Efficacité; Guides; Procrastination
Les Suisses et les nazis : le rapport Bergier pour tous /,"Boschetti, Pietro",9782881826788,Zoé,national-socialisme;réfugié;Allemagne;Suisse;1933 / 1945; national-socialisme;politique d'asile;Allemagne;Suisse;1933 / 1945; national-socialisme;transaction financière;Allemagne;Suisse;1939 / 1945; fonds en déshérence - restitution;national-socialisme;Suisse;guerre mondiale 2; national-socialisme;relations économiques internationales;Allemagne;Suisse;1939 / 1945,11574,2010,Politics
Histoire des femmes en Occident /,"Georges Duby, Michelle Perrot",9782259023269,Plon,Femmes;Histoire;Antiquité; femme;Antiquité;[études diverses]; Antiquité; Occident; [Études diverses],11575,1991,History
Les oubliés du dimanche : roman /,"Perrin, Valérie, 1967-",9782226317155,Albin Michel,Littérature française; Personnes âgées; Roman,11576,2015,Fiction; Literature
"Les femmes et la question criminelle : délits commis, expériences de victimisation et professions judiciaires /","Jaquier, Véronique, 1980-",9782883510722,Seismo,Criminology; Criminal Behavior;history; Battered Women;history; Forensic Medicine; Women; Frau; Straffälliger; Opfer; häusliche Gewalt; Jurist; Kriminologie; Crimes contre les femmes; Criminelles; Femmes dans les professions judiciaires et juridiques; Schweiz; Belgien; Frankreich; Kanada,11577,2017,History; Law
Les droits de l'homme des personnes privées de liberté : contribution à l'étude du pouvoir normatif de la Cour européenne des droits de l'homme /,"Pastre-Belda, Béatrice, 1980-",9782802727378,Bruylant,Europäischer Gerichtshof für Menschenrechte; EMRK; Grundrecht; international; Freiheitsstrafe; Schutz vor Freiheitsentzug; Gefangener; Rechtslage; Garantie der Menschenwürde; Gemeinschaftsrecht,11578,2007,Europäischer; Freiheitsstrafe; Grundrecht; International
L'art-thérapeute en gérontologie /,"Hof, Christine",9782916465371,Doc éd,gérontologie; personne âgée; thérapie par l'art,11579,2011,Art
Psychologie de l'identité : soi et le groupe /,"Marc, Edmond",9782100483839,Dunod,identité;* psychologie; identité collective;* psychologie; affirmation de soi; identité;interaction sociale,11580,2005,Psychology
Pratiquer les médiations en groupes thérapeutiques /,Claudine Vacheret,9782100738625,Dunod,Psychothérapie de groupe; Médiation thérapeutique,11581,2015,Médiation; Psychothérapie
Le code caché de votre destin : prendre en main son existence en élevant sa conscience de soi /,"Hillman, James",9782221088937,R Laffont,âme;caractère (psychologie);destin;personnalité - développement,11582,1999,Psychology
L'entretien clinique /,"Bénony, Hervé",9782100801237,Dunod,"Interview, Psychological;methods; Interview, Psychological;standards; Psychology, Clinical; Psychotherapy; Psychiatry; Entretiens en psychologie;Méthodologie; Entretiens en psychiatrie;Méthodologie; Relations médecin-patient;Communication",11583,2020,Psychology
Debout : la force de s'incarner /,"Dillenseger, Marie-Pierre",9782845943544,Mama Editions,Âme; Matérialité,11584,2021,Matérialité
Les art-thérapies /,"Édith Lecourt, Todd Lubart",9782100799053,Dunod,Art-thérapie,11585,2020,Art
"Borderline, hypersensible, écorché vif : comprendre les personnalités à fleur de peau /","Fourcade, Jean Michel",9782416002236,Eyrolles,État-limite (psychiatrie); Troubles de la personnalité,11586,2021,Limite; Troubles
S'estimer et s'oublier : abécédaire de l'estime de soi et de tout le reste /,"André, Christophe",9782415007508,Odile Jacob,Perception de soi; Confiance en soi; Bienveillance; Estime de soi; Guides pratiques,11587,2024,Bienveillance; Confiance; Estime; Guides; Perception
"La question nationale en Europe du Sud-Est : genèse, émergence et développement de l'identité nationale albanaise au Kosovo et en Macédoine /","Iseni, Bashkim",9783039113200,P Lang,Albanais (peuple);nationalisme; Albanais (peuple);identité nationale;Kosovo; Albanais (peuple);identité nationale;Macédoine (région transfrontière),11588,2008,Albanais; Identité; Kosovo; Nationalisme
Atlas historique de la Méditerranée /,"Louis, Florian",9782746760714,Éditions Autrement,Méditerranée (mer); Méditerranée (bassin); Géographie historique;Cartes,11589,2022,Art; Geography; History
Le cinéma au prisme des rapports de sexe /,"Burch, Noël, 1932-",9782711622221,Libr J Vrin,cinéma français;domination;relations hommes-femmes;20e s. / 21e s. (début); cinéma français;études genre;20e s. / 21e s. (début); cinéma français;réalisatrice (cinéma);1970 / 21e s. (début); Cinéma français; Études sur le genre; Études sur les femmes; Réalisatrices de cinéma; 1970-21e siècle (début); 20e siècle-21e siècle (début); Relations hommes-femmes; Domination; SOCIETE,11590,2009,Cinéma; Domination; Début; Relations
Museum movies : the Museum of Modern Art and the birth of art cinema /,"Wasson, Haidee",9780520227774,Univ of California Press,Museum of Modern Art (New York).;Film Library;1935 / 1949,11591,2005,Art
Jane Austen and masculinity /,Michael Kramp,9781611488661,The Rowman & Littlefield Publishing Group Inc; Bucknell University Press,"Austen, Jane;Thèmes, motifs; Austen, Jane;Personnages littéraires;Hommes; Austen, Jane,;1775-1817; Austen, Jane,;1775-1817;Criticism and interpretation.; Austen, Jane,;1775-1817;Characters;Men; Hommes;Dans la littérature; Masculinité;Dans la littérature; Masculinity in literature; Men in literature; Criticism, interpretation, etc.",11592,2018,Literature
Staline /,"Khlevni︠u︡k, Oleg Vitalʹevich",9782701199115,Belin,"Staline, Joseph; Biographie",11593,2017,Biography
Nos lieux-dits : toponymie romande /,"Bossard, Maurice, 1922-2013",9782882954640,Éditions Cabédita,Noms géographiques; Suisse romande,11594,2006,Fiction
"Manuel de cartographie : principes, méthodes, applications /","Lambert, Nicolas, cartographe",9782200612856,Armand Colin,Cartographie; [Manuels d'enseignement]; Manuels d'enseignement supérieur,11595,,Art; Education
The Babylonian Gilgamesh epic /,A. R. George,9780198149224,Oxford University Press,"""Epopée de Gilgamesh""; épique;littérature assyro-babylonienne;""Epopée de Gilgamesh""",11596,2003,Literature
Sociologie de la jeunesse /,"Galland, Olivier",9782200621070,Armand Colin,Jeunesse;Pays de l'Union européenne;1990-2020,11597,2017,Jeunesse; Union
The law of international human rights protection /,"Kälin, Walter, 1951-",9780198825685,Oxford University Press,Droit international; Défense des droits de l'homme; Grundrecht; international; Schutzmassnahme; Völkerrecht,11598,2019,Law
Die Kafka-Rezeption in Frankreich : ein diachroner Vergleich der französischen Übersetzungen im Kontext der hermeneutischen Übersetzungswissenschaft /,"Gernig, Kerstin",9783826016943,Königshausen und Neumann,"Kafka, Franz - réception;France; traduction en français;Kafka, Franz",11599,1999,France; Kafka; Traduction
La guerre d'Algérie dans la mémoire et l'imaginaire /,Anny Dayan Rosenman,9782912946812,Ed Bouchene,mémoire collective;guerre d'Algérie;[congrès]; imaginaire;guerre d'Algérie;[congrès],11600,2004,Congrès; Guerre; Imaginaire; Mémoire
Mémoire vive d'Algérie : littératures de la guerre d'indépendance /,"Milkovitch-Rioux, Catherine",9782283025789,Buchet-Chastel,Guerre d'Algérie (1954-1962); Littérature; Littérature algérienne de langue française; Littérature française; Guerre; Histoire; 20e siècle (milieu)-21e siècle (début); Algérie,11601,2012,History; Language; Literature
"La mémoire, l'histoire, l'oubli /","Ricoeur, Paul, 1913-2005",9782020563321,Editions du Seuil,mémoire;* phénoménologie; histoire (discipline);* épistémologie; condition humaine;mémoire;oubli;* philosophie de l'histoire,11602,2003,History; Philosophy
Comment la littérature pense les objets : théorie littéraire de la culture matérielle /,"Caraion, Marta",9791026709084,Champ Vallon,"Culture matérielle;Théorie littéraire; Objets usuels;Dans la littérature; Littérature française;19e siècle;Thèmes, motifs",11603,2019,Literature
"Le rap, littérature du monde social : du featuring au mythe de la banlieue /","Cela, Julia",9782940355303,Archipel,Rap;Pays de langue française;1990-2020; Genres littéraires; Littérature et société,11604,2021,Language; Literature
Les damnés de la terre /,"Fanon, Frantz",9782070326556,Gallimard,décolonisation; marxisme - analyse;pays en voie de développement,11605,1991,Décolonisation; Développement; Marxisme
Les Illuminati : de la société secrète aux théories du complot /,"Beaurepaire, Pierre-Yves",9791021048454,Tallandier,Sociétés secrètes; Conspirationnisme,11606,2022,Conspirationnisme; Sociétés
"Philosopher en famille : 8 ateliers philo-art pour partager, penser et créer ensemble /","Pastorini, Chiara",9782401083349,Hatier,Éducation familiale; Guides pratiques; Enfants et philosophie,11607,2022,Education; Philosophy
Désobéir /,"Gros, Frédéric",9782226395283,Albin Michel,Obéissance;Philosophie; Désobéissance civile;Philosophie; Morale politique,11608,2017,Philosophy; Politics
L'Almanach de la santé naturelle 2024 /,Rodolphe Bacquet,9782940771004,TSA Publications,Médecine naturelle; Cures détox; Relaxation,11609,2023,Cures; Médecine; Relaxation
"Les guerres romaines, 281 av. J.-C. - 476 ap. J.-C. /","Goldsworthy, Adrian Keith, 1969-",9782746701106,Ed Autrement,guerre;Rome;281 av. J.-C. / 476; Rome;281 av. J.-C. / 476,11610,2001,Guerre
Les voyages des empereurs dans l'Orient romain : époques antonine et sévérienne /,"Antony Hostein, Sophie Lalanne",9782877725156,Errance,Empereurs; Voyages; Visites officielles; 2e siècle-3e siècle; Rome; Provinces orientales (Rome); [Actes de congrès],11611,2012,Empereurs; Siècle; Visites; Voyages
"Contrôle interne : concepts et aspects réglementaires, gestion des risques, guide d'audit de la fraude, mise en place d'un dispositif de contrôle permanent, référentiels, questionnaires, bonnes pratiques... /","Bernard, Frédéric, 1967-",9782840015437,Maxima,gestion d'entreprise - contrôle; entreprise - contrôle;révision interne,11612,2008,Entreprise; Gestion; Révision
Les nouveaux tableaux de bord des décideurs : le projet décisionnel dans sa totalité /,"Fernandez, Alain",9782708124608,Ed d'Organisation,tableau de bord (entreprise),11613,2000,Tableau
The project manager's communication toolkit /,"Jha, Shankar",9781439809952,CRC Press Taylor & Francis,Communication in management; Project management; Project managers;Practice; Gestion de projets; Communication; Gestion,11614,2010,Communication; Gestion; Practice; Project
Recueil Général des Isopets.,Julia Bastin,,Société des anciens textes français,,11615,1929,
"Les fables avant La Fontaine : actes du colloque international organisé les 7, 8 et 9 juin 2007 dans les Universités Paris-Est Créteil Val de Marne, Paris-Sorbonne - Paris IV, Sorbonne Nouvelle - Paris III /","Jeanne-Marie Boivin, Jacqueline Cerquiglini-Toulet, Laurence Harf-Lancner",9782600014526,Droz,fable;Antiquité / 17e s.;[congrès],11616,2011,Antiquité; Congrès; Fable
La fable dans la littérature provençale du Moyen Âge /,"Huber, Alexandre",9782884020046,Presses centrales; Université de Lausanne - Faculté des lettres,fable occitane;Moyen-Âge,11617,2001,Fable; Moyen
Die germanischen Elemente in der französischen und provenzalischen Sprache /,"Mackel, Emil",9783500303109,Sändig reprint,"français (langue, ancien);germanisme;occitan (langue)",11618,,Language
Voyageurs arabes /,Paule Charles-Dominique,9782070114696,Gallimard,voyageur arabe à l'étranger;9e s. / 14e s.;[récit de voyage]; récit de voyage arabe;9e s. / 14e s.;[anthologie],11619,1995,Récit; Voyageur
Le martyre de la légion thébaine : essai sur la formation d'une légende /,"Berchem, Denis van",,F Reinhardt,légende;Maurice (saint),11620,1956,Légende; Maurice
La première géographie de l'Occident /,"Idrīsī, Muḥammad ibn Muḥammad al-Sharīf",9782080710697,Flammarion,"Idrīsī, Abū ʿAbd Allāh Muḥammad al-; Occident;* géographie;12e s.; Méditerranée (bassin);* géographie;12e s.; Afrique noire;* géographie;12e s.; Maghreb;* géographie;12e s.",11621,1999,Geography
"Le monde animal et ses représentations au Moyen-Age (XIe-XVe siècles) : actes du XVème Congrès de la Société des historiens médiévistes de l'enseignement supérieur public, Toulouse, 25-26 mai 1984",Société des Historiens Médiévistes de l'Enseignement Supérieur Public,9782858160587,Université de Toulouse-Le Mirail Service des publications,Actes de congrès; Animaux;Dans l'art;Europe;Moyen âge; Animaux;Dans la littérature;Europe;Moyen âge; animal;littérature européenne;11e s. / 15e s.;[congrès]; animal;* iconographie;Europe;11e s. / 15e s.;[congrès]; animal;symbole;Europe;11e s. / 15e s.;[congrès]; animal;art européen;11e s. / 15e s.;[congrès],11622,1985,Art; Literature
Les jeunes femmes de cinquante ans /,"Desclaux, Mylène 19..-....",9782709660792,JC Lattès,Femmes d'âge moyen;Psychologie; Femmes d'âge moyen;Conditions sociales,11623,2018,Psychology
Dispositions de responsabilité civile /,"Alfred Keller, Aloïs Zeender",9783727205392,Stämpfli,privatrechtliche Haftung; Verschuldenshaftung; Kausalhaftung; Vertragshaftung; Haftung aus unerlaubter Handlung; Haftung aus Öffentlichem Recht; Schweiz; Textreproduktion,11624,1987,Haftung; Kausalhaftung; Privatrechtliche; Verschuldenshaftung; Vertragshaftung
Responsabilité civile - Responsabilité pénale /,,9783725585670,Université de Genève Faculté de droit; Schulthess,Responsabilité civile; Responsabilité pénale; Défense (procédure civile); Défense (procédure pénale); privatrechtliche Haftung; strafbare Handlung; Strafbarkeit; Zurechnungsfähigkeit; Verantwortlichkeit des Unternehmens; Organisationshaftung; Verjährung; Suisse; Schweiz; [Actes de congrès],11625,2015,Défense; Privatrechtliche; Responsabilité
Droit de l'environnement de l'Union européenne /,"Krämer, Ludwig",9783719030834,Helbing Lichtenhahn,environnement - protection;* droit communautaire;[manuel]; Umweltpolitik; Umweltschutz; Gemeinschaftsrecht,11626,2011,Law
Le trouble borderline expliqué aux proches /,"Ducasse, Déborah",9782738155788,Odile Jacob,Borderline Personality Disorder; Psychopathology; Mental Disorders; Psychiatry; Family Relations; État-limite (psychiatrie); Relations famille-malade; Psychopathologie,11627,2021,Borderline; Family; Mental; Psychiatry; Psychopathology
Péguy et le monde moderne /,"Vadé, Yves",,l'Amitié Charles Péguy,"Péguy, Charles;France;1896 / 1914",11628,1965,France; Péguy
"La chrétienté au péril sarrasin : actes du colloque de la section française de la Société internationale Rencesvals (Aix-en-Provence, 30 septembre - 1er octobre 1999)",Société Rencesvals. Congrès international,9782901104476,CUER MA Université de Provence,christianisme;islam;littérature française;Moyen-Âge;[congrès]; chrétien;littérature française;Sarrasin (peuple);Moyen-Âge;[congrès],11629,2000,Literature
Les religions : [retenir l'essentiel]  /,"Malherbe, Michel",9782091641355,Nathan,Religions; Guides pratiques,11630,2016,Religion
Le Petit Robert : dictionnaire alphabétique et analogique de la langue française /,"Robert, Paul, 1910-1980",9782321004660,Le Robert,Français (langue); [Dictionnaires français],11631,2014,Language
Le franc suisse : la fragilité d'une monnaie forte /,"Genier, Yves",9782889152711,Presses polytechniques et universitaires romandes,Franc suisse;Histoire;Chronologie; Franc suisse,11632,2018,History
"Les discours de la presse quotidienne : observer, analyser, comprendre /","Moirand, Sophie",9782130559238,PUF,analyse du discours;français (langue);presse quotidienne,11633,2007,Language
Les médias en Suisse /,"Haver, Gianni",9782606014186,LEP,Communication et technologie; Médias;Suisse; [Manuels d'enseignement],11634,2012,Education
Grammaire de la phrase française /,"Le Goffic, Pierre",9782010203831,Hachette,français (langue);grammaire;phrase (grammaire),11635,1994,Language
Médias suisses à l'ère numérique /,"Amez-Droz, Philippe",9782889151035,IRL Plus; Presses polytechniques et universitaires romandes,Médias; Médias numériques; Suisse; [Ouvrages généraux],11636,2015,Médias; Ouvrages; Suisse
"Musée historique de Lausanne, Département des collections photographiques : catalogue /","Laurent Golay, Diana Le Dinh",9782951503380,Musée historique de Lausanne,photographie;Musée historique de Lausanne;[catalogue],11637,2007,History
Ausgewählte Gebiete des Bundesverwaltungsrechts /,Isabelle Häner,9783719035556,Helbing Lichtenhahn,Droit administratif; öffentliches Personalrecht; Bundesrecht; Staatshaftung; Enteignung; öffentliche Finanzen; Verkehr; Fernmeldeverkehr; Radio und Fernsehen; Energie; Raumplanung und öffentliches Baurecht; Umweltschutz; Natur- und Heimatschutz; Unterrichtswesen; Wissenschaft und Forschung; Kunst und Kultur; Datenschutz; Ausländerrecht; Staatsorganisation und Verwaltung; Suisse; Schweiz; [Manuels d'enseignement supérieur]; Grundlagenwerk,11638,2014,Education; Law
Manuel d'administration publique suisse /,"Andreas Ladner, Jean-Loup Chappelet, Yves Emery",9782880749712,Presses polytechniques et universitaires romandes,Administration publique;Suisse; Manuels d'enseignement supérieur; Administration publique; Secteurs public et parapublic; Droit public; Staatsorganisation und Verwaltung; Organization and Administration; Public Sector; Public Sector;economics; Public Sector;organization & administration; Legislation as Topic; Suisse; Schweiz; Switzerland; Autres nouveautés; [Études diverses]; [Guides pratiques et mémentos]; Grundlagenwerk; Handbook,11639,2013,Economics; Education; Law
Le partenariat public-privé : un atout pour l'aménagement du territoire et la protection de l'environnement? /,Nicolas Mettan,9782880742706,Presses polytechniques et universitaires romandes,aménagement du territoire;partenariat;secteur privé;secteur public;Suisse;[congrès],11640,1994,Art
Praxis des allgemeinen Verwaltungsrechts : eine systematische Analyse der Rechtsprechung /,"Wiederkehr, René, 1965-",9783727288043,Stämpfli,Droit administratif; Procédure administrative; Staatsorganisation und Verwaltung; Bundesrecht; Gerichts- und Verwaltungspraxis; richterliche Behörde; oberstes Gericht; Bundesgericht; Bundesverwaltungsgericht; kantonales Recht; kantonale Behörde; Verwaltungsgericht; Kantonsgericht; Suisse; Schweiz; Aargau; Appenzell Ausserrhoden; Bern(Kanton); Basel-Landschaft; Basel-Stadt(Kanton); Freiburg(Kanton); Genf(Kanton); Glarus(Kanton); Graubünden; Luzern(Kanton); Nidwalden; Obwalden; Schwyz(Kanton); Sankt Gallen(Kanton); Solothurn(Kanton); Schaffhausen(Kanton); Tessin(Kanton); Thurgau; Uri; Wallis; Zug(Kanton); Zürich(Kanton); [Jurisprudence]; [Commentaires]; Entscheidsammlung; Grundlagenwerk,11641,2012,Law
Histoire des peurs alimentaires : du Moyen Age à l'aube du XXe siècle /,"Ferrières, Madeleine",9782020476614,Editions du Seuil,alimentation;peur;Moyen-Âge / 20e s. (début); alimentation;hygiène;Moyen-Âge / 20e s. (début),11642,2006,Alimentation; Hygiène; Moyen
Enfances perdues : premières enquêtes /,"Naudin, Agnès",9782017076353,Hachette,Violence envers les enfants; Pédophilie; Viol; Violence familiale;Droit,11643,2021,Law
Quelqu'un à qui parler /,"Massarotto, Cyril",9782808202404,Le Lombard,Bandes dessinées,11644,2021,Comics
La promotion /,"Pellet, Victor 1992-....",9782754830072,Éditions Gallimard,,11645,2022,
Kill Annie Wong /,"Meralli, Swann",9782377316991,Sarbacane Editions,,11646,2021,
Les damnés de la paix : l'ordre mondial après le siècle américain /,"Bomsel, Olivier",9782130827221,Puf,Coopération internationale; Paix; Primauté du droit,11647,2023,Law
Le refus de la modernité : la Ligue vaudoise: une extrême droite et la Suisse (1919-1945) /,"Butikofer, Roland",9782601031935,Impr Darantiere; Payot,Ligue Vaudoise;1919 / 1945; Ligue Vaudoise; extrême-droite;Vaud (Suisse);1919 / 1945; Nationalisme; 1900-1945; Politique et gouvernement; Extrême droite; Vaud (Suisse),11648,1996,Law; Politics
Gonzague de Reynold : idéologue d'une Suisse autoritaire /,"Mattioli, Aram, 1961-",9782827107506,Impr Saint-Paul; Ed universitaires,"Reynold, Gonzague de",11649,1997,Reynold
"De l'Académie à l'Université de Lausanne, 1537-1987 : 450 ans d'histoire : [exposition], Musée historique de l'Ancien-Evêché, Lausanne, 1987 /","Université de Lausanne, Musée historique de l'Ancien-Evêché (Lausanne, Switzerland)",9782880750060,Editions du Verseau,Académie de Lausanne;1537 / 1890;[catalogue d'exposition]; Université de Lausanne;1891 / 1987;[catalogue d'exposition]; Universities;history; Academies and Institutes;history; Switzerland; Exhibition,11650,1987,History
Grammaire progressive du français : avec 400 exercices : avancé /,"Boulares, Michèle",9782090381184,CLE International,Français (langue); Grammaire; [Manuels pour allophones],11651,2012,Language
L'intelligence émotionnelle : 1 & 2 /,"Goleman, Daniel, 1946-",9782290100653,J'ai lu,Émotions; Intelligence émotionnelle; Contrôle (psychologie),11652,2014,Psychology
Les 7 habitudes de ceux qui réalisent tout ce qu'ils entreprennent : le livre qui va changer votre vie /,"Covey, Stephen R",9782290206058,J'ai lu,Entrepreneurs; Réalisation de soi,11653,2019,Entrepreneurs; Réalisation
La grande histoire du féminisme /,Maud Navarre,9782361067564,Sciences humaines éditions,"Veil, Simone; Auclert, Hubertine; Léo, André; Michel, Louise; Durand, Marguerite; Bouvier, Jeanne; Deraismes, Maria; Tristan, Flora; Fouque, Antoinette; Halimi, Gisèle; Mouvement de libération des femmes; Féminisme; Avortement;Droit; Écoféminisme; Violences sexuelles; Transféminisme; Égalité des sexes; Théorie du care",11654,2021,Law
"Introduction à la sociologie du handicap : histoire, politiques et expérience /","Ville, Isabelle",9782804182304,De Boeck,Handicap; Sociologie,11655,2014,Sociology
