i,Title,Author,Publisher,Subjects
11416,Le tournant d'une vie /,,Université Paris X,autobiographie--[congrès]; crise (psychologie)--cycle de vie--[congrès]; crise (psychologie)--vie humaine--[congrès]
11445,Nouveau Cabinet des Fées,,Slatkine reprints,
11448,Etudes sur le poème allégorique en France au moyen âge /,"Jung, Marc-René",Francke,allégorie--poésie française--Moyen-Âge
11454,Les remèdes à l'amour ; Les produits de beauté pour le visage de la femme /,"Ovidius Naso, Publius",Les Belles Lettres,
11455,Oeuvres choisies /,"Lǔ, Xùn",Editions en langues étrangères,
11468,Histoire de la révolution de 1848 /,"Garnier-Pagès, Louis-Antoine, 1803-1878",Pagnerre,révolution de 1848 en France; révolutions de 1848
11475,"La vie lausannoise au XVIIIe siècle : d'après Jean Henri Polier de Vernand, lieutenant baillival /","Morren, Pierre",Labor et Fides,"Lausanne (Suisse, VD)--18e siècle; Lausanne (Suisse, VD)--1754 / 1791"
11490,"Das spätrömisch-frühmittelalterliche Gräberfeld von Kaiseraugst, Kt. Aargau /","Martin, Max, 1939-",Habegger,nécropole romaine antique--Kaiseraugst (Suisse)--4e s. / 5e s.; nécropole romaine antique--Kaiseraugst (Suisse)--4e s. / 5e s.--[catalogue]; nécropole--Kaiseraugst (Suisse)--6e s. / 7e s.; nécropole--Kaiseraugst (Suisse)--6e s. / 7e s.--[catalogue]
11495,Arrangiarsi : the italian immigration experience in Canada /,,Guernica,immigration italienne--Canada--19e s. / 20e s.--[études diverses]
11508,Malaparte /,"Malaparte, Curzio, 1898-1957",Famiglie Suckert e Ronchi,
11511,"Immagini e miti nello ""Chevalier errant"" di Tommaso III di Saluzzo : atti del convegno, Torino, Archivio di Stato, 27 settembre 2008 /",,Società per gli studi storici della provincia di Cuneo,"Thomas,--marquis de Saluces--III--ca. 1356-1416--[Congresses].--Chevalier errant; Thomas--(marquis de Saluces ;--3).--""Le chevalier errant""--[congrès]; Chivalry in literature--[Congresses]; Epic poetry, French--History and criticism--[Congresses]"
11523,Malaparte /,"Malaparte, Curzio, 1898-1957",Famiglie Suckert e Ronchi,
11541,On acute diseases ; and On chronic diseases /,Caelius Aurelianus,The University of Chicago Press,
11545,Découvre ta ville en t'amusant : Lausanne /,"Corajoud, Pierre",P Corajoud,"enfant--randonnée pédestre--Lausanne (Suisse, VD)--[guide]; enfant--Lausanne (Suisse, VD)--[manuel]"
11546,"F.B. de Félice, 1723-1789 et son Encyclopédie : Yverdon 1770-1780 : (d'après des documents inédits) /","Maccabez, Eugène",Impr E Birkhäuser; éditeur non identifié,"De Felice, Fortunato Bartolomeo; De Felice, Fortunato Bartolomeo--""Encyclopédie d'Yverdon"""
11566,"Société suisse de radiodiffusion et télévision, 1931-1970 /","Pünter, Otto",SSR,Société suisse de radiodiffusion et télévision (Suisse)--1931 / 1970; télévision--Suisse--1931 / 1970; radiodiffusion--Suisse--1931 / 1970; SUISSE; RADIODIFFUSION; TELEVISION
11567,Fées du logis : l'enseignement ménager dans le Canton de Vaud de 1834 à 1984 /,"Schibler, Tamlin",Swiss Printers IRL; Bibliothèque historique vaudoise,
11615,Recueil Général des Isopets.,,Société des anciens textes français,
11620,Le martyre de la légion thébaine : essai sur la formation d'une légende /,"Berchem, Denis van",F Reinhardt,légende--Maurice (saint)
11628,Péguy et le monde moderne /,"Vadé, Yves",l'Amitié Charles Péguy,"Péguy, Charles--France--1896 / 1914"
11681,"Nabucco, Verdi",,L'Avant-scène Opéra,"Verdi, Giuseppe.--""Nabucco"""
11682,La fête du potiron ; Le crime est notre affaire /,"Christie, Agatha, 1890-1976",Edito-Service,
11686,Organisation judiciaire et procédure devant les cours laïques du Pays de Vaud à l'époque savoyarde (XIIIe-XVIe siècle) /,"Gallone, Paolo",éditeur non identifié,organisation judiciaire--Vaud (Suisse)--13e s. / 16e s.
11744,Lectures Courantes Extraites des Écrivains Français /,,,
11766,Les ivoires gothiques français /,"Koechlin, Raymond, 1860-1931",A Picard,
11767,Fiches d'activités expérimentales de sciences physiques : TP Doc /,,CRDP Midi-Pyrénées; Rectorat de l'Académie de Toulouse,
11773,La région lausannoise avant l'an mil,,Archives de la ville de Lausanne,"préhistoire--Lausanne (Suisse, région, VD)--* archéologie--[études diverses]; Lausanne (Suisse, région, VD)--* archéologie--époque des conquêtes romaines / Bas Empire--[études diverses]; Lausanne (Suisse, région, VD)--* archéologie--Moyen-Âge (Haut)--[études diverses]"
11775,"La Maison d'Amour et des Saisons : construction et décor d'un quartier d'Avenches : l' ""insula"" 10 Est et la peinture murale d'époque sévérienne /","Fuchs, Michel archéologue 1957-....",éditeur non identifié,"peinture romaine antique--Avenches (Suisse, VD) - Insula 10 est--Sévères"
11781,Hymnes /,Homerus,Les Belles Lettres,
11839,Miscellanea Gibboniana /,"Gibbon, Edward, 1737-1794",F Rouge,"gouvernement--Berne (Suisse, canton)--Vaud (Suisse)--1763 / 1764--[document]; Suisse--1755--[récit de voyage]; Paris (France)--1763--[récit de voyage]"
11840,Gibbon's journey from Geneva to Rome : his journal from 20 April to 2 October 1764 /,"Gibbon, Edward, 1737-1794",T Nelson,Italie--1764--[récit de voyage]
11841,The letters of Edward Gibbon /,"Gibbon, Edward, 1737-1794",Cassell,"Gibbon, Edward--[correspondance]"
11842,Edward Gibbon et le mythe de Rome : histoire et idéologie au siècle des lumières /,"Baridon, Michel, 1926-2009",Service de reprod des thèses,"Gibbon, Edward.--""The decline and fall of the Roman Empire"""
11846,Corpus basilicarum christianarum Romae : le basiliche paleocristiane di Roma : Sec. IV-IX /,"Krautheimer, Richard",Institute of Fine Arts New York University; Pontificio Istituto di archeologia cristiana,"basilique--Rome (Italie, ville)--paléochrétien"
11853,Guillaume Tell et la libération des Suisses /,,Société d'Histoire de la Suisse romande,Guillaume Tell--[document]; mythe--Guillaume Tell--Suisse--[études diverses]; légende suisse--sources (littérature)--Guillaume Tell--[études diverses]
11913,La Source en images : 150 ans d'histoire 1859 / 2009 /,"Francillon, Denise",Atelier Grand; Ed La Source,"Ecole La Source (Lausanne)--1859 / 2009; infirmière--profession--1959 / 2009; Schools, Nursing--history; Switzerland; Soins infirmiers - Soins à domicile"
11940,"Gertrude Fehr ou la naissance d'une école : exposition au Musée suisse de l'appareil photographique pour le cinquantième anniversaire de l'Ecole de photographie de Vevey, du 21 juin au 10 septembre 1995 /",,Impr Gerber & Daengeli; Musée suisse de l'appareil photographique,"Fehr, Gertrude--Ecole de photographie (Vevey)--[catalogue d'exposition]"
11946,Théâtre complet /,"Witkiewicz, Stanisław Ignacy, 1885-1939",La Cité - L'Age d'homme,
11988,"Nullité de mariage, divorce et séparation de corps à Genève, au temps de Calvin : fondements doctrinaux, loi et jurisprudence /","Seeger, Cornelia",Meta,"mariage - nullité--Calvin, Jean--Genève (Suisse, ville)--1536 / 1564; divorce--Calvin, Jean--Genève (Suisse, ville)--1536 / 1564; séparation de corps--Calvin, Jean--Genève (Suisse, ville)--1536 / 1564"
12073,Partie générale du Code fédéral des obligations /,"Tuhr, Andreas von",Impr G Vaney-Burnier; éditeur non identifié,obligations (droit)--Suisse--[commentaire]; allgemeiner Teil des Obligationenrechts; Schweiz; Grundlagenwerk
12091,Intégration et inclusion scolaire : du déclaratif à leur mise en oeuvre /,,Impr Réunies Lausanne; Conférence des directeurs des Hautes écoles pédagogiques et institutions assimilées de Suisse romande et du Tessin,intégration scolaire--jeune en difficulté--Suisse--[études diverses]; intégration scolaire--politique de l'éducation--Suisse--[études diverses]; intégration scolaire--[études diverses]
12111,Handbook of cross-cultural psychology /,,Allyn and Bacon,
12134,"Prêt entre bibliothèques : pour les détails du document, se renseigner à la bibliothèque",,Gymnase de Nyon,
12143,Security analysis. Principles and technique.,"Graham, Benjamin",McGraw-Hill Book Co,capital--marché des capitaux
12146,"Le statut juridique de l'air : fondements pour une théorie de l'air en tant que chose commune, en droit suisse et international /","Largey, Thierry 1972-....",Stämpfli,Luft; Rechtslage; Sachenrecht; Eigentum; öffentliche Sache; Treibhausgas; Windenergie; rechtliches Monopol; faktisches Monopol; international; Schweiz
12148,"Matériaux pour l'histoire de l'environnement en Suisse : patrimoine, écologisme et environnement (1815-1998) : chronologie commentée /","Miller, Roland de",Office fédéral de l'environnement des forêts et du paysage,environnement - protection--Suisse--1815 / 1998; Natur- und Heimatschutz; Ökologie; Umweltschutz; Geschichte; Wissenschaft und Forschung; 1815-1998; Schweiz; Chronik
12153,L Theorie : Lern-Programm  =  Didacticiel,,CTM,Conduite automobile--Étude et enseignement--Suisse; DVD
12154,Repertorium der diplomatischen Vertreter aller Länder seit dem Westfälischen Frieden = Repertory of the diplomatic representatives of all countries since the Peace of Westphalia = Répertoire des représentants diplomatiques de tous les pays depuis la paix de Westphalie /,,Fretz und Wasmuth; G Stalling,diplomatie--Europe--1648 / 1815--[répertoire]
12217,Répertoire de peintures du Moyen-Age et de la Renaissance (1280-1580) /,"Reinach, Salomon",E Leroux,peinture européenne--1280 / 1580--[répertoire]
12221,Il codice Ambrosiano B 9 inf. e le lettere di Jacopo Corbinelli a Gian Vincenzo Pinelli : interessi eruditi e storici tra e Francia (1566-1578) /,"Bianchi, Maria Grazia",éditeur non identifié,"Corbinelli, Jacopo; Pinelli, Gian Vincenzo; Correspondance; Thèses et écrits académiques"
12223,Anti-impérialisme et nouvelle gauche radicale dans la Suisse des années 68 /,"Pereira, Nuno Miguel",éditeur non identifié,Anti-impérialisme; Extrême gauche; Années 1960; Suisse; [Thèses et écrits académiques]
12224,Lux perpetua /,"Cumont, Franz",Impr Chabloz; P Geuthner,au-delà--Antiquité; funérailles--Antiquité
12225,Le sens de la création : un essai de justification de l'homme /,"Berdi︠a︡ev, Nikolaĭ Aleksandrovich",Desclée de Brouwer,création (théologie)--homme (être humain)
12234,Oeuvres complètes /,"Péret, Benjamin",puis Libr J Corti; E Losfeld,
12260,"Le partage du contentieux administratif entre le juge civil et le juge administratif : étude de droit vaudois, historique et comparée /","Blanchard, Thibault",Bis et Ter,juridiction administrative--juridiction civile--procédure administrative--Suisse--Vaud (Suisse); Verwaltungs- und Verwaltungsgerichtsverfahren; Zivilgericht; Verwaltungsgericht; Verhältnis zwischen; Zuständigkeit; Kompetenzkonflikt; Rechtsgeschichte; kantonales Recht; Schweiz; Waadt
12263,Les prisons vaudoises : (1798-1871) /,"Anselmier, Henri",Bibliothèque historique vaudoise,prison--Vaud (Suisse)--1798 / 1871; Straf- und Massnahmenvollzug; Strafanstalt; Rechtsgeschichte; 18. Jahrhundert; 19. Jahrhundert; Schweiz; Waadt
12268,"Sous la mer : lecture, logique, inférence : 3e cycle /","Gagné, Nancy",Passe-Temps date de publication non identifiée,Jeux éducatifs; Jeux mathématiques; Lecture--Étude et enseignement; Problèmes et exercices
12271,Le calcul de doses sans erreur : pour une pratique aisée et sûre /,"Jeanguiot, Nicole",Estem,calcul de dose (soins infirmiers)--[manuel]
12296,L'enfant en Valais 1815-2015 : annales valaisannes 2016 /,,Société d'histoire du Valais romand,
12321,Les choses : une histoire des années soixante /,"Perec, Georges",Julliard,
12335,Hygiène publique /,"Schmid, Friedrich, 1850-1916",KJ Wyss,hygiène publique--Suisse--[bibliographie]; Hygiene; Public Health; Sanitation; Switzerland; Bibliography
12350,Traité de droit civil comparé /,"Roguin, Ernest",F Rouge; Libr générale de droit et de jurisprudence F Pichon & Durand-Auzias,successions (droit)--* droit comparé; internationales Privatrecht; Schweiz
12355,"L'""aura italiana"" : culture e letterature d'oltrefrontiera, frontiera e minoranze /","Buogo, Mariangela",Il Veltro,Littérature suisse de langue italienne; Littérature italienne--A l'étranger
12362,Guerre et paix /,"Tolstoĭ, Lev Nikolaevich",P-V Stock,
12375,La responsabilité pour le dommage purement économique /,"Misteli, Christophe",Schulthess,dommage--responsabilité (droit)--Suisse; Begriff; Haftung aus unerlaubter Handlung; privatrechtliche Haftung; reiner Vermögensschaden; Schweiz
12402,Esquisse d'une théorie de la pratique ; précédé de Trois études d'ethnologie kabyle /,"Bourdieu, Pierre",Librairie Droz,kabyle (peuple)--* sociologie; recherche scientifique--recherche sur le terrain - théorie--sciences humaines
12406,L'existentialisme est un humanisme /,"Sartre, Jean-Paul",Gallimard,
12461,Saint-Gervais : trente ans de culture à Genève /,"Maitre, Maryvonne",Impr Corbaz; Saint-Gervais-Genève Ed,Maison des jeunes et de la culture Saint-Gervais Genève--1963 / 1993
12470,Les écoles vaudoises à la fin du régime bernois /,"Panchaud, Georges, Dr ès lettres",Librairie de l'Université F Rouge & Cie,enseignement--Vaud (Suisse)--18e s.
12484,Systême anatomique /,"Cloquet, Hippolite",chez Mme veuve Agasse; chez Plomteux; chez Panckoucke,
12486,Le Livre des morts des anciens Egyptiens /,,Ed du Cerf,"religion égyptienne--""Livre des morts égyptien""--Nouvel Empire égyptien"
12492,Diplomata Karolinorum : Faksimile-Ausgabe der in der Schweiz liegenden originalen Karolingerdiplome /,,Alkuin-Verlag,charte--Empire carolingien--[document]; paléographie latine--8e s. / 11e s.--[document]
12493,Imaginary conversations of literary men and statesmen,"Landor, Walter Savage",Taylor and Hessey,
12519,Guerre des Gaules /,"Caesar, Caius Julius",Les Belles Lettres,
12520,Recherches sur les armées hellénistiques /,"Launey, Marcel",E de Boccard,Grèce antique.--Armée--époque hellénistique; armée--époque hellénistique
12527,Vies des douze Césars /,"Suetonius Tranquillus, Caius",Les Belles Lettres,
12528,Vies des douze Césars /,"Suetonius Tranquillus, Caius",Les Belles Lettres,
12530,The prae-italic dialects of Italy /,"Conway, Robert Seymour",Harvard University Press,
12551,Constitution fédérale de la Confédération suisse : du 18 avril 1999 (état le 1er janvier 2021) /,,Diffusion OFCL; Chancellerie fédérale,Verfassungsrecht; Bundesrecht; Bundesverfassung; Schweiz; Textreproduktion
12564,Histoire de la Suisse /,"Michaud, Georges",Payot,Suisse--1291 / 1918--[manuel]
12574,"Document non enregistré, emprunté par fiche de prêt : pour les détails, se renseigner à la bibliothèque",,Gymnase de Nyon,
12616,Je joue aux cartes : Découvrir l'écriture minuscule et majuscule scripte /,,Récréalire,Lecture--Étude et enseignement; Manuels d'enseignement primaire
12636,Opere di Francesco D'Ovidio.,"D'Ovidio, Francesco",A Guida,versification italienne--[études diverses]
12642,Droit suisse de la SARL /,"Montavon, Pascal",Ed juridiques AMC,société à responsabilité limitée--* droit--Suisse; Gesellschaft mit beschränkter Haftung; Schweiz; Grundlagenwerk
12658,Inefficacité du titre d'aliénation et renaissance de l'action réelle mobilière /,"Rochat, Frédéric",Impr Chabloz; Schulthess,propriété mobilière - transfert--Suisse; action (procédure)--aliénation--propriété mobilière - transfert--* procédure civile--Suisse; Fahrniseigentum; Eigentumserwerb; Verpflichtungsgeschäft; Verpflichtungsgrund; Nichtigkeit; Schweiz
12659,Grandes figures et grandes oeuvres juridiques : [leçons données aux cours généraux de l'Université de Genève pendant le semestre d'hiver 1946/1947],,Georg,"Justinien--(empereur byzantin ;--1); Huber, Eugen--Suisse. ""Code civil""; Marsile--(de Padoue).--""Defensor pacis""; droit grec antique--Solon; droit pénal--Beccaria, Cesare; droit des gens--Grotius, Hugo; Festschrift"
12660,La cession des créances en droit suisse /,"Alaï, Djafar",Granchamp; éditeur non identifié,Abtretung einer Forderung(OR); Schweiz
12661,Animus donandi : concetto romano e suoi rifflessi sulla dogmatica odierna /,"Broise, Sergio",Pacini,donation--* droit romain
12663,Legatum kalendarii : mutuo feneratizio e struttura contabile del patrimonio nell'età del principato /,"Giliberti, Giuseppe",E Jovene,
12664,La novazione nel diritto romano /,"Bonifacio, Franco",E Jovene,novation (droit)--obligations (droit)--* droit romain
12686,Frédéric II et Marie-Thérèse : d'après des documents nouveaux : 1740-1742 /,"Broglie, Albert de",Calmann Lévy,Frédéric--(roi de Prusse ;--2); Marie-Thérèse--(d'Autriche ;--reine de France); Histoire; 18e siècle
12701,"Agents and actions in classical Tibetan : the indigenous grammarians on ""bdag"" and ""gźan"" and ""bya byed las gsum"" /","Tillemans, Tom J.F",Arbeitskreis für tibetische und buddhistische Studien Universität Wien,tibétain (langue)--verbe
12736,Droit suisse de la SA /,"Montavon, Pascal",Ed juridiques AMC,société anonyme--* droit--Suisse--[manuel]; Aktiengesellschaft; Schweiz; Grundlagenwerk
12756,Code pénal suisse : [du 21 décembre 1937 (état le 1er janvier 2023)] /,,Diffusion OFCL; Chancellerie fédérale,Strafrecht; Strafgesetzbuch; Schweiz; Textreproduktion
12758,"Locarno e il suo circolo : (Locarno, Solduno, Muralto e Orselina) /","Gilardoni, Virgilio",Birkhäuser,"monument historique--Locarno (Suisse, région, TI); Kunst und Kultur; Kunstgeschichte; Denkmal; Schweiz; Tessin(Kanton)"
12767,Elixir de vie : guide pratique /,"Schmidt, Claire-Véronique écrivaine",Editions Sophianisis,Phytothérapie; Minéraux; Thérapeutique; [Guides pratiques et mémentos]
12795,Le monde enchanté de Walt Disney. Photographies et illustrations Walt Disney Studio.,,Ed du Livre de Paris,
12803,Oeuvres /,"Marx, Karl, 1818-1883",Gallimard,
12809,Quaestiones in secundum librum sententiarum /,"Olivi, Petrus Johannis",Collegium S Bonaventurae,
12847,Les beaux jours reviendront : roman /,"Pagani, Rémy",Impr Corbaz; R Pagani,
12858,Sidoine Apollinaire /,"Sidonius, Caius Sollius Modestus Apollinaris",Les Belles lettres,
12898,La justice militaire des troupes suisses en France sous l'Ancien Régime : d'après des documents conservés aux archives de Berne et de Paris /,"Salerian-Saugy, Ghougas",Jouve,service militaire étranger suisse--tribunal militaire--France--16e s. / 18e s.
12923,Oeuvres de Champlain /,"Champlain, Samuel de",Ed du Jour,"Champlain, Samuel de; voyage d'exploration--Champlain, Samuel de--Canada--1604 / 1629--[document]; voyage d'exploration--Antilles--1599 / 1601--[document]"
12924,Etudes sur l'histoire de la pauvreté : (Moyen Age - XVIe siècle) /,,Publ de la Sorbonne,pauvreté--Europe--Moyen-Âge / 16e s.--[études diverses]
12925,La succession testamentaire dans le Pays de Vaud à l'époque savoyarde : XIIIe - XVIe siècle /,"Poudret, Jean-François",Nouvelle bibliothèque de droit et de jurisprudence,droit--testament--Vaud (Suisse)--13e s. / 16e s.
12930,Le Pays de Vaud vers 1300 : cours public /,,Faculté des lettres Université de Lausanne section d'histoire,Vaud (Suisse)--1300--[études diverses]
12937,"Le colonel fasciste suisse, Arthur Fonjallaz /","Cantini, Claude",P-M Favre,"Fonjallaz, Arthur--[biographie]; fascisme--Fédération fasciste suisse--Suisse--1927 / 1941--[document]"
12951,The development of the Italian schools of painting /,"Marle, Raimond van",M Nijhoff,
12952,Documenti per la Storia dell'Arte Senese /,,Davaco,art italien--Sienne (Italie)
12953,Nuovi Documenti per la Storia dell'Arte Senese /,,Davaco,art italien--Sienne (Italie)
12958,Storia dell'arte italiana / Index / by Jacqueline D. Sisson,,Kraus-Thomson organization; U Hoepli,art italien--4e s. / 16e s.
12980,Le sophiste /,"Plato, ca. 427- ca. 348 av. J.-C",Les Belles Lettres,
12986,La Mission romande : ses racines dans le sol suisse romand : son épanouissement dans la race thonga /,"Grandjean, Arthur",Fischbacher; G Bridel,"mission protestante--Suisse romande--1815 / 1917; mission protestante suisse--Thonga (peuple)--1872 / 1917; Tsonga (peuple d'Afrique); Missions suisses; Églises protestantes; 19e siècle-1916; Transvaal (Afrique du Sud, république); Suisse romande; Maputo (Mozambique)"
12987,1798-1998 : deux siècles de représentations extérieures de la Suisse /,"Altermatt, Claude",DFAE,politique étrangère--Suisse--1798 / 1998; diplomatie--Suisse--1798 / 1998
13009,[Movement ABC-2 Movement Assessment Battery for children - 2],,,Ergothérapie
13010,[DTVP-3] [developmental Test of Visual Perception],,,Ergothérapie
13011,[BHK] [échelle d'évaluation rapide de l'écriture chez l'enfant],,,Ergothérapie
13028,A history of French dramatic literature in the seventheenth century /,"Lancaster, Henry Carrington",Presses Univ; J Hopkin,théâtre français--17e s.--[manuel]
13034,Le buste monétaire des empereurs romains /,"Bastien, Pierre, 1912-",Ed Numismatique romaine,
13044,Présentation de Sacher-Masoch : le froid et le cruel /,"Deleuze, Gilles",Ed de Minuit,"Sacher-Masoch, Leopold von; masochisme--sadisme"
13045,Le liber pontificalis /,,E de Boccard,papauté--5e s. / 15e s.--[document]
13049,"Madame de Staël et l'Europe : Colloque de Coppet, 18-24 juillet 1966, organisé pour la célébration du deuxième centenaire de la naissance de Madame de Staël, 1766-1966",,Klincksieck,"Staël, Germaine de--[congrès]"
13094,"La chair, la mort et le diable dans la littérature du 19e siècle : le romantisme noir /","Praz, Mario",Denoël,érotisme--littérature européenne--romantisme; littérature européenne--mort--romantisme; diable--littérature européenne--romantisme
13095,Oeuvres complètes /,"Balzac, Honoré de",G Le Prat,
13103,Le culte d'Isis dans le bassin oriental de la Méditerranée,"Dunand, Françoise",EJ Brill,Isis - culte--Méditerranée (bassin) - est--époque des conquêtes romaines
13104,Herodotus Book II /,"Lloyd, Alan Brian",EJ Brill,"Hérodote.--""Histoires.--2""--Egypte antique"
13116,Pompei alla luce degli scavi nuovi di via dell'abbondanza. Anni 1910-1923,"Spinazzola, Vittorio",La libreria dello stato,Pompéi (Italie)
13138,Pratiques éducatives familiales et écriture du for privé en Suisse romande : (1750-1920) /,"Moret Petrini, Sylvie",éditeur non identifié,Histoire moderne et contemporaine; Éducation familiale; 1750-1820; Pédagogie; Famille et école; Assistance éducative; Rôle parental; Socialisation; Suisse romande; [Thèses et écrits académiques]
13151,L'éloge du vin : poème mystique /,"Ibn al-Fāriḍ, ʿUmar ibn ʿAlī, ca. 1181-1235",Les Ed Véga,soufisme
13170,Les Suisses dans les guerres d'Italie de 1506 à 1512 /,"Kohler, Charles",A Picard; Georg; J Jullien,Suisse--guerres d'Italie
13175,Histoires /,"Polybius, Megalopolitanus",Les Belles Lettres,
13191,Vers la majorité politique : histoire du suffrage féminin en Suisse /,"Ruckstuhl, Lotti",Interfeminas; Association suisse pour les droits de la femme,droit de vote--femme--Suisse--1909 / 1990; Femmes--Droit de vote--Histoire--Suisse
13198,Vous les entendez ? : roman /,"Sarraute, Nathalie",Gallimard,
13223,Das Zivilprozessrecht der Schweiz /,"Schurter, Emil",Rascher,procédure civile--Suisse--[manuel]; droit cantonal--procédure civile--Suisse--[manuel]
13229,Schloss Hallwil.,"Lithberg, Nils",A-B Gunnar,
13230,Les genres littéraires à Rome /,"Martin, René",Scodel,genre littéraire--littérature latine; littérature latine--[manuel]
13241,Die deutsche Literatur des Mittelalters : Verfasserlexikon /,,W de Gruyter,littérature allemande--époque Alt- und mittelhochdeutsch--[dictionnaire]
13251,"Une économie alpine à la fin du Moyen Age : Orsières, l'Entremont et les régions voisines, 1250-1500 /","Dubuis, Pierre, historien",Vallesia - Archives cantonales,"Montagnes--Aspect économique--Orsières (Suisse, région, VS)--Moyen âge; Montagnes--Aspect économique--Entremont (Suisse, vallée, VS)--Moyen âge; économie de montagne--Entremont (Suisse, vallée, VS)--1250 / 1500; économie de montagne--Orsières (Suisse, VS)--1250 / 1500"
13257,"Vocadingo CP à CM1 : jeu de vocabulaire avec 200 mots et leurs anagrammes, définitions et devinettes /","Guély, François",Aritma; Cocktail Games,Français (langue)--Vocabulaire; Jeux éducatifs
13278,Annales /,"Tacitus, Publius Cornelius",Les Belles lettres,
13279,Histoires /,"Tacitus, Publius Cornelius",Les Belles Lettres,
13280,Monnaies romaines /,"Sutherland, Carol Humphrey Vivian",P Attinger; Office du livre,monnaies romaines antiques--[manuel]
13283,"Langage, vérité et logique /","Ayer, Alfred Jules",Flammarion,langage--vérité--* philosophie du langage
13292,Vagabondage et mendicité /,"Damon, Julien",Flammarion,mendicité--vagabondage--France--Moyen-Âge / 20e s.; exclusion sociale--mendicité--politique sociale--France--Moyen-Âge / 20e s.; exclusion sociale--politique sociale--vagabondage--France--Moyen-Âge / 20e s.
13316,[OT'hope],,,Ergothérapie
13368,Description de la Grèce. l'Elide (I) /,Pausanias,Les Belles Lettres,
13393,Handbuch der Schweizerischen Volkswirtschaft /,,Verlag Benteli,économie--Suisse; Nationalökonomie; Schweiz
13394,Handbuch der Schweizerischen Volkswirtschaft /,,Benteli-Verlag,Économie politique--Suisse; économie--Suisse--[manuel]; Nationalökonomie; Wirtschaft; Soziologie; Politik; Schweiz; Guides pratiques
13410,[NEPSY II] [Bilan neuropsychlogique de l'enfant ; seconde édition],,,Ergothérapie
13442,Beschränkung der Vertragshaftung durch Vereinbarung /,"Buol, Martina",Schulthess Polygraphischer Verl,responsabilité contractuelle - limitation--Suisse
13443,Vertragliche Haftungsbeschränkungen im schweizerischen Kaufrecht : unter besonderer Darstellung von Haftungsbeschränkungsklauseln in allgemeinen Geschäftsbedingungen /,"Lörtscher, Thomas",Schulthess Polygraphischer Verlag,Kauf; allgemeine Vertragsbedingungen; Wegbedingung der Haftung; Schweiz
13449,Le salon de Madame Necker d'après des documents tirés des archives de Coppet /,"Haussonville, Gabriel-Paul-Othenin d', 1843-1924",,
13466,Inventario delle cose d'arte di Antichità del distretto di Mendrisio /,"Martinola, Giuseppe",Arti grafiche; Ed dello Stato,"art suisse tessinois--Mendrisiotto (Suisse, TI); monument historique--Mendrisiotto (Suisse, TI); église (bâtiment)--Mendrisiotto (Suisse, TI); monument historique--Mendrisio (Suisse, district, TI)"
13472,Mathématique : quatrième année /,,Office romand des éditions et du matériel scolaires,
13473,Mathématique : première année /,,Office romand des éditions et du matériel scolaires,
13474,"Mathématique, deuxième année.",,Office romand des services cantonaux des éd et du matériel scolaire,mathématiques--[manuel]
13475,Mathématique : quatrième année : méthodologie-commentaires /,"Ferrario, Mario",Office romand des éditions et du matériel scolaires,
13476,"Mathématique, cinquième année /",,Office romand des éditions et du matériel scolaires,
13477,"Mathématique, troisième année : méthodologie, commentaires /",,Librairie de l'Etat de Berne,
13478,"Mathématique, troisième année /",,Librairie de l'Etat de Berne,
13486,Je trottine dans ma ville : pour découvrir Lausanne pas à pas /,"Nikles, Floriane",F Nikles,"Promenade--Lausanne (Suisse, VD); promenade--Lausanne (Suisse, VD); Ouvrages pour la jeunesse"
13493,"Etudes sur la situation intérieure, la vie nationale et les institutions rurales de la Russie /","Haxthausen, August von",Hahn,Russie
13496,Isaak Iselins Pariser Tagebuch 1752 /,"Iselin, Isaak, 1728-1782",B Schwabe,"Iselin, Isaak--Paris (France)--1752--[chroniques]"
13506,"Russkai︠a︡ muzykalʹnai︠a︡ kulʹtura XVIII veka v ee svi︠a︡zi︠a︡kh s literaturoĭ, teatrom i bytom : issledovanii︠a︡ i materialy /","Livanova, Tamara Nikolaevna",Gosudarstvennoe muzykalʹnoe izd-vo,
13509,L'opéra-comique français en Russie au XVIIIe siècle : contribution à l'histoire de la musique russe /,"Mooser, Robert-Aloys, 1876-1969",Union européenne d'éditions; Ed R Kister,opéra-comique français--Russie--18e s.
13530,Iliade /,Homerus,Les Belles lettres,
13558,Oeuvres complètes /,"Racine, Jean, 1639-1699",Seuil,
13570,Martin Eden /,"London, Jack, 1876-1916",Edito-Service,
13596,Théâtre complet /,"Shakespeare, William, 1564-1616",Garnier,
13598,Vorlesungen über die Ästhetik /,"Hegel, Georg Wilhelm Friedrich, 1770-1831",Suhrkamp,
13616,Lettres /,"Plinius Caecilius Secundus, Caius",Les Belles Lettres,
13617,Vies des douze Césars /,"Suetonius Tranquillus, Caius",Les Belles Lettres,
13624,Surveillance infirmière en pré et postopératoire /,"Rémond, Catherine",Ed Lamarre,salle d'opération--soins infirmiers--[manuel]; chirurgie--soins infirmiers--[manuel]
13639,La cour de Russie à l'école romande : gouvernantes et précepteurs chez les tsars : dossier /,"Tosato-Rigo, Danièle",,"Catherine--(impératrice de Russie ;--2); La Harpe, Frédéric César de; Tuteurs et tutorat (éducation); Suisse"
13641,Vies.,Plutarque 0046?-0120?,Les Belles Lettres,
