book_id,users_borrowed,dates_borrowed,total_borrows
13235,"5078, 7348, 3331, 4103, 3781, 5290, 5290, 2986","19-07-2023, 19-10-2023, 07-11-2023, 06-12-2023, 11-01-2024, 15-03-2024, 21-05-2024, 08-08-2024",8
13236,"2988, 5003, 5003, 5003, 5003","09-01-2023, 01-02-2023, 22-06-2023, 02-02-2024, 26-06-2024",5
13237,"2993, 3757, 5994","13-01-2023, 08-09-2023, 27-02-2024",3
13238,"2993, 2993, 6280","24-01-2023, 24-01-2023, 25-02-2024",3
13239,"2993, 3725","15-02-2023, 17-06-2024",2
13240,"2993, 2993, 2993","06-03-2023, 07-03-2023, 07-03-2023",3
13241,"2993, 2993, 2993, 2993","22-03-2023, 22-03-2023, 22-03-2023, 22-03-2023",4
13242,"2994, 2994, 2994, 2994, 2994, 2994","21-05-2024, 21-05-2024, 31-05-2024, 31-05-2024, 07-06-2024, 07-06-2024",6
13243,"2994, 2994, 2994, 2994, 2994, 2994, 2994, 2994, 2994","21-05-2024, 21-05-2024, 21-05-2024, 31-05-2024, 31-05-2024, 31-05-2024, 31-05-2024, 31-05-2024, 07-06-2024",9
13244,"4275, 2995, 7253, 6206","16-02-2023, 22-02-2023, 05-04-2024, 16-04-2024",4
13245,"4275, 2995, 5285, 4242","16-02-2023, 22-02-2023, 06-03-2023, 14-09-2023",4
13246,2997,02-02-2023,1
13247,"2997, 5220, 3772","02-02-2023, 24-03-2023, 13-12-2023",3
13248,"6239, 6231, 3425, 4283, 4272, 3001, 3412, 3947, 5877, 6206","11-01-2023, 30-01-2023, 07-02-2023, 24-02-2023, 27-02-2023, 06-06-2023, 21-09-2023, 26-02-2024, 11-04-2024, 08-10-2024",10
13249,"3003, 3003","08-09-2023, 03-01-2024",2
13250,"3003, 3003, 3003","08-09-2023, 03-01-2024, 23-04-2024",3
13251,"3004, 6399, 6399, 3358, 3358, 3358, 3358","13-01-2023, 25-01-2023, 25-01-2023, 20-02-2023, 20-02-2023, 23-10-2023, 23-10-2023",7
13252,"3004, 3004, 6434, 6434","13-01-2023, 01-12-2023, 12-01-2024, 01-05-2024",4
13253,"3004, 4623, 3480, 6434, 6434","17-02-2023, 09-05-2023, 26-10-2023, 21-02-2024, 12-06-2024",5
13254,"3004, 3004, 5101, 4055, 5101","17-02-2023, 17-02-2023, 28-09-2023, 11-10-2023, 17-01-2024",5
13255,"3358, 3358, 3004, 6434, 6434","06-01-2023, 24-04-2023, 17-01-2024, 19-02-2024, 12-06-2024",5
13256,"3326, 6561","26-09-2023, 06-08-2024",2
13257,"3699, 3211, 7273, 6349","21-04-2023, 10-11-2023, 29-11-2023, 18-09-2024",4
13258,"4309, 3503, 3008, 3503, 3503","06-03-2023, 07-03-2023, 07-03-2023, 02-05-2023, 20-09-2023",5
13259,"5988, 3968, 7255, 3010","27-04-2023, 29-09-2023, 16-04-2024, 30-04-2024",4
13260,"4963, 3266, 4287, 3010","21-02-2023, 17-05-2023, 05-06-2023, 30-04-2024",4
13261,"3011, 3468","31-03-2023, 26-06-2023",2
13262,"7197, 3013, 4803","30-08-2023, 28-09-2023, 29-08-2024",3
13263,"7305, 3014, 7158, 4654, 7305","14-11-2023, 15-11-2023, 18-12-2023, 23-02-2024, 17-06-2024",5
13264,"3014, 4862, 4197","02-03-2024, 25-03-2024, 28-03-2024",3
13265,"3015, 6740","11-01-2023, 13-09-2023",2
13266,"3015, 3015, 4672","11-01-2023, 08-02-2023, 12-10-2023",3
13267,"3015, 3698, 6400, 4240","11-01-2023, 22-02-2023, 04-04-2023, 02-05-2024",4
13268,"5779, 7745","14-12-2023, 24-06-2024",2
13269,"5452, 3457","16-05-2023, 14-09-2023",2
13270,3020,20-09-2023,1
13271,"3021, 3266, 3411, 6208, 4510, 4054, 4660","17-02-2023, 17-04-2023, 17-07-2023, 19-09-2023, 22-09-2023, 15-02-2024, 11-10-2024",7
13272,"3476, 3022, 4683, 4683","09-03-2023, 12-09-2023, 22-11-2023, 22-04-2024",4
13273,3022,26-09-2023,1
13274,"6925, 3325, 4150, 3022","27-07-2023, 22-08-2023, 16-10-2023, 03-11-2023",4
13276,"5429, 5825, 3024","02-02-2023, 27-04-2023, 06-11-2023",3
13277,"5361, 5361, 3024","18-10-2023, 11-12-2023, 09-01-2024",3
13278,"3025, 3533, 3543, 5912, 3852","03-01-2023, 11-01-2023, 20-01-2023, 24-03-2023, 21-08-2023",5
13279,"3533, 3025, 3895, 3321","11-01-2023, 20-01-2023, 29-03-2023, 02-01-2024",4
13280,"3895, 3025","27-02-2023, 16-03-2023",2
13281,"4042, 4042, 5378","09-09-2023, 04-01-2024, 28-02-2024",3
13282,"3026, 4628, 7085, 7393, 7321, 7347, 7393, 7393","09-01-2023, 20-09-2023, 19-10-2023, 22-11-2023, 19-12-2023, 12-01-2024, 19-03-2024, 03-05-2024",8
13283,"3029, 3029, 3029","21-03-2024, 12-06-2024, 12-06-2024",3
13284,"3030, 6434, 6434, 3402","16-03-2023, 02-05-2023, 12-07-2023, 01-12-2023",4
13285,6290,03-01-2024,1
13286,"3033, 6516, 5667","11-01-2023, 19-01-2023, 30-05-2023",3
13287,"3035, 3186, 3186, 3186, 3186","30-01-2023, 27-03-2023, 05-09-2023, 30-01-2024, 23-05-2024",5
13288,"3038, 3038, 3038, 3038","18-03-2023, 20-07-2023, 03-11-2023, 24-02-2024",4
13289,"3038, 3038, 3038, 3038, 3038","18-03-2023, 20-07-2023, 03-11-2023, 24-02-2024, 06-06-2024",5
13290,"3038, 3038, 7305, 3038, 3038","18-03-2023, 20-07-2023, 30-10-2023, 03-11-2023, 24-02-2024",5
13291,"3038, 3038, 3038, 3038, 3038","18-03-2023, 20-07-2023, 03-11-2023, 24-02-2024, 24-04-2024",5
13292,"3038, 3038, 3038, 3038","18-03-2023, 20-07-2023, 03-11-2023, 24-02-2024",4
13293,"3038, 3038, 3038, 3038, 3038, 3038, 3038","18-03-2023, 30-03-2023, 20-07-2023, 20-07-2023, 03-11-2023, 22-02-2024, 06-06-2024",7
13294,"3038, 3483, 3038, 3038, 3038","18-03-2023, 08-05-2023, 20-07-2023, 03-11-2023, 24-02-2024",5
13295,"3038, 3038","18-03-2023, 20-07-2023",2
13296,"3038, 3038, 3038, 3038, 3038","30-03-2023, 20-07-2023, 03-11-2023, 22-02-2024, 06-06-2024",5
13297,"3038, 3038, 3038, 3038","30-03-2023, 20-07-2023, 22-02-2024, 06-06-2024",4
13298,"3038, 3038, 3038, 3038, 3038","30-03-2023, 20-07-2023, 03-11-2023, 22-02-2024, 06-06-2024",5
13299,"3038, 3038, 3038, 3038, 3038","30-03-2023, 20-07-2023, 03-11-2023, 22-02-2024, 06-06-2024",5
13300,"3038, 3038, 3038, 3038, 3038","30-03-2023, 20-07-2023, 03-11-2023, 22-02-2024, 06-06-2024",5
13301,"3038, 3038, 3038, 3038, 7369, 7369","01-04-2023, 20-07-2023, 03-11-2023, 24-02-2024, 28-03-2024, 25-06-2024",6
13302,"3038, 3038, 3038, 3038","01-04-2023, 20-07-2023, 03-11-2023, 24-02-2024",4
13303,"3038, 3038, 3038, 3038","20-07-2023, 03-11-2023, 22-02-2024, 06-06-2024",4
13304,"3038, 7644, 5248, 7644","30-08-2023, 10-04-2024, 10-04-2024, 21-08-2024",4
13305,"4355, 3038, 3038, 3038","21-04-2023, 23-09-2023, 20-01-2024, 24-04-2024",4
13306,"3039, 6556, 6556","13-09-2023, 30-05-2024, 30-05-2024",3
13307,"3040, 5228, 4374, 4454, 4374, 5014, 7289","08-03-2023, 31-03-2023, 05-04-2023, 05-06-2023, 31-08-2023, 10-01-2024, 25-03-2024",7
13308,"3042, 3924, 5331, 3639, 3764, 5466","11-01-2023, 26-01-2023, 09-06-2023, 20-09-2023, 19-01-2024, 30-04-2024",6
13309,"3046, 3046, 3046","09-02-2023, 06-07-2023, 07-02-2024",3
13310,"3046, 4246, 7434, 7831","09-02-2023, 12-09-2023, 22-02-2024, 02-10-2024",4
13311,"3046, 3046, 3046, 3046, 3046, 3046, 3046, 3046","21-02-2024, 21-02-2024, 21-02-2024, 21-02-2024, 21-02-2024, 21-02-2024, 21-02-2024, 21-02-2024",8
13312,"4956, 5977","06-01-2023, 18-07-2024",2
13313,"3473, 3473, 3154","18-07-2023, 26-01-2024, 27-06-2024",3
13314,"3049, 6952, 4921","01-02-2023, 21-04-2023, 21-02-2024",3
13315,"5288, 5310, 6203, 3049, 5303, 3049, 5303","07-03-2023, 13-03-2023, 17-03-2023, 28-04-2023, 26-06-2023, 10-07-2023, 09-01-2024",7
13316,"3131, 3131, 3131","24-01-2023, 03-03-2023, 20-06-2023",3
13317,"6908, 3051","18-01-2023, 11-05-2023",2
13318,"3051, 5190, 3085, 3085","11-05-2023, 03-10-2023, 29-05-2024, 29-05-2024",4
13319,"4280, 3054, 7404","27-01-2023, 29-08-2023, 08-08-2024",3
13320,"3054, 7313, 7675, 7675","29-08-2023, 28-09-2023, 15-03-2024, 04-07-2024",4
13321,3054,29-08-2023,1
13323,"3810, 4266, 6226, 5273, 3145, 3337, 5284, 7238, 4054, 3994","31-01-2023, 13-02-2023, 22-03-2023, 02-06-2023, 21-07-2023, 28-08-2023, 22-09-2023, 13-11-2023, 15-02-2024, 26-03-2024",10
13324,"6249, 3815, 3994, 4660","24-01-2023, 11-01-2024, 26-03-2024, 11-10-2024",4
13325,"3056, 5290","14-03-2023, 27-03-2024",2
13326,"3595, 3595, 6214, 3057, 5270","27-02-2023, 06-03-2023, 17-03-2023, 17-08-2023, 22-02-2024",5
13327,"3712, 6208, 4340, 5290, 3947, 6225, 4819, 4111, 4281, 6230, 4054, 4659, 3688, 6224, 4410, 3919, 3381, 5286, 5270, 3058, 3058, 3058, 3058, 3058, 3058, 5286","09-01-2023, 10-01-2023, 10-01-2023, 11-01-2023, 11-01-2023, 12-01-2023, 12-01-2023, 12-01-2023, 23-01-2023, 16-03-2023, 11-05-2023, 16-05-2023, 16-05-2023, 16-05-2023, 13-06-2023, 16-06-2023, 21-06-2023, 26-06-2023, 24-10-2023, 24-10-2023, 24-10-2023, 24-10-2023, 24-10-2023, 24-10-2023, 24-10-2023, 29-01-2024",26
13328,"6239, 3059","10-10-2023, 10-04-2024",2
13329,"4287, 6905, 6940, 3061, 4264, 4245","09-01-2023, 03-02-2023, 08-02-2023, 17-02-2023, 03-07-2023, 05-04-2024",6
13330,"3061, 4510, 4937, 3968, 4285, 4944","17-02-2023, 22-03-2023, 02-06-2023, 29-09-2023, 19-02-2024, 12-09-2024",6
13331,"3061, 3924, 3061, 3061, 3061, 3061","17-02-2023, 02-05-2023, 28-06-2023, 26-09-2023, 23-02-2024, 12-07-2024",6
13332,"3229, 3061, 3809, 5278, 4975, 3061, 4270","06-02-2023, 17-02-2023, 20-02-2023, 27-02-2023, 18-04-2023, 09-10-2023, 05-01-2024",7
13333,"3061, 5304, 4036, 3061, 5270, 7232, 7625","17-02-2023, 05-04-2023, 15-06-2023, 09-10-2023, 17-10-2023, 23-01-2024, 24-01-2024",7
13334,"3061, 6222, 5877, 7258","05-10-2023, 19-02-2024, 19-02-2024, 04-03-2024",4
13335,"4686, 3061, 5645","05-04-2023, 09-10-2023, 09-11-2023",3
13336,"5302, 4802","15-03-2023, 23-04-2024",2
13337,"7419, 3542, 3542","04-10-2023, 03-05-2024, 03-10-2024",3
13338,"3063, 3063, 3063, 3063, 3063","08-01-2023, 16-05-2023, 04-09-2023, 19-12-2023, 29-04-2024",5
13339,"6240, 6244, 3816, 3063, 7236","28-04-2023, 28-04-2023, 10-05-2023, 21-09-2023, 15-03-2024",5
13340,3063,14-02-2024,1
13342,6072,04-09-2024,1
13343,"3997, 3070, 4263","27-03-2023, 17-10-2023, 22-02-2024",3
13344,"3071, 4264, 4264","31-01-2023, 16-11-2023, 29-11-2023",3
13345,"6215, 3072","29-03-2023, 03-05-2023",2
13346,"3255, 3073, 3072, 7495, 6217, 5284","22-03-2023, 04-04-2023, 16-06-2023, 20-11-2023, 27-05-2024, 29-05-2024",6
13347,"4274, 3072, 7495, 5284, 7257","25-04-2023, 16-06-2023, 20-11-2023, 29-05-2024, 29-05-2024",5
13348,"3073, 5055, 4005, 6239","09-03-2023, 06-04-2023, 16-06-2023, 29-02-2024",4
13349,"4262, 4262, 4262","16-06-2023, 05-10-2023, 25-01-2024",3
13350,"5775, 3074, 6748","16-03-2023, 15-03-2024, 22-04-2024",3
13351,"5124, 7334, 7335","19-01-2023, 02-11-2023, 31-05-2024",3
13352,"3712, 4422, 3075, 3075, 4286, 5283, 7232","03-03-2023, 03-03-2023, 13-03-2023, 13-03-2023, 06-04-2023, 13-06-2023, 16-01-2024",7
13353,4699,20-06-2023,1
13354,"3935, 3077, 3077, 3077","13-05-2024, 14-05-2024, 14-05-2024, 14-05-2024",4
13355,"7200, 7293, 3079","10-11-2023, 18-06-2024, 19-09-2024",3
13356,"5877, 5877, 5992, 3081","21-09-2023, 26-09-2023, 18-10-2023, 09-09-2024",4
13357,"5285, 3337, 3081","06-03-2023, 07-03-2024, 09-09-2024",3
13358,"3965, 3965, 3084","19-10-2023, 07-12-2023, 19-02-2024",3
13359,"3097, 5725, 3116, 3116","01-03-2023, 26-04-2023, 19-01-2024, 12-02-2024",4
13360,"3107, 3141","05-01-2024, 11-03-2024",2
13361,"3908, 3908, 6556, 6556","06-05-2024, 06-05-2024, 30-05-2024, 30-05-2024",4
13362,"3088, 3088, 3088, 3088","27-01-2023, 24-05-2023, 13-09-2023, 12-01-2024",4
13363,"3088, 3088, 3088, 3088","27-01-2023, 24-05-2023, 13-09-2023, 12-01-2024",4
13364,"3826, 6390","11-05-2023, 03-11-2023",2
13365,"5774, 7000, 4782, 3090, 4803","25-01-2023, 21-04-2023, 03-11-2023, 12-01-2024, 29-08-2024",5
13366,"6446, 7595, 3090","01-03-2023, 29-12-2023, 12-01-2024",3
13367,"4043, 3091, 5064, 3214","16-05-2023, 19-06-2023, 22-02-2024, 24-05-2024",4
13368,"3092, 6275, 4467, 5729","18-01-2023, 07-06-2023, 30-06-2023, 09-01-2024",4
13369,"3093, 6126","21-05-2024, 11-07-2024",2
13370,"5531, 3095, 3474, 3356","24-02-2023, 02-03-2023, 24-04-2023, 31-10-2023",4
13371,"3095, 3095, 6946","09-03-2023, 09-03-2023, 10-03-2023",3
13372,"3095, 5937, 3949","06-04-2023, 21-06-2023, 30-08-2023",3
13373,"5937, 3095, 3095, 3095, 3473, 5321","28-02-2023, 25-05-2023, 22-09-2023, 25-10-2023, 26-01-2024, 22-04-2024",6
13374,"3096, 3096, 3096, 3096","27-02-2023, 05-04-2023, 07-07-2023, 15-02-2024",4
13375,"3096, 3096, 3096, 3096","01-03-2023, 05-04-2023, 07-07-2023, 15-02-2024",4
13376,"3096, 3096, 3096","05-04-2023, 07-07-2023, 14-02-2024",3
13377,"3406, 3406, 3406","30-05-2023, 14-06-2023, 06-10-2023",3
13378,"3097, 5725, 3116","15-03-2023, 26-04-2023, 19-01-2024",3
13379,"3099, 3165, 3165","25-03-2023, 15-11-2023, 04-05-2024",3
13380,"5967, 3103, 7723","24-04-2023, 08-12-2023, 27-09-2024",3
13381,"3104, 7295, 3923, 7290, 7280, 7296","29-03-2023, 06-06-2024, 07-06-2024, 14-06-2024, 14-06-2024, 18-06-2024",6
13382,"3104, 6564, 4525, 7570, 6360, 6360","03-04-2023, 11-05-2023, 27-09-2023, 27-03-2024, 28-06-2024, 28-06-2024",6
13383,5235,21-02-2024,1
13384,3636,06-02-2024,1
13385,"4129, 3107","06-03-2023, 31-03-2023",2
13386,"3107, 3107","26-05-2023, 04-10-2023",2
13387,"3107, 3893","19-03-2024, 21-03-2024",2
13388,"4095, 4095, 6761, 6761, 6761, 5591, 5591, 5591, 5591, 5591, 5591, 5591, 5591, 5591, 5591, 5482, 5482, 5482, 5591, 5591, 7402, 7402, 7402, 7140, 7140, 6147, 6147, 7557, 7557, 7140, 7140, 7557, 7140, 7140, 7140, 7140, 7140, 7140, 7140, 7140, 7140, 7140, 7140, 7140, 7140, 7140, 7140, 7557, 7557, 7557, 7557, 7557, 7557, 7557, 7557, 7140, 7557, 7557, 7557, 7557, 7557, 7557, 7557, 5394, 5394, 5394, 5394, 5394, 5394, 5394, 5394, 5394, 7140, 7557, 7557, 5394, 7557, 7557, 7187, 7187, 3109, 3109, 3109, 5973, 5973, 5973","02-03-2023, 02-03-2023, 13-11-2023, 13-11-2023, 13-11-2023, 16-11-2023, 17-11-2023, 17-11-2023, 17-11-2023, 20-11-2023, 20-11-2023, 20-11-2023, 23-11-2023, 23-11-2023, 23-11-2023, 15-12-2023, 15-12-2023, 15-12-2023, 19-12-2023, 19-12-2023, 23-01-2024, 23-01-2024, 23-01-2024, 21-02-2024, 26-02-2024, 13-03-2024, 13-03-2024, 18-03-2024, 18-03-2024, 18-03-2024, 21-03-2024, 25-03-2024, 28-03-2024, 28-03-2024, 28-03-2024, 28-03-2024, 28-03-2024, 28-03-2024, 28-03-2024, 28-03-2024, 28-03-2024, 28-03-2024, 28-03-2024, 28-03-2024, 15-04-2024, 15-04-2024, 15-04-2024, 16-04-2024, 16-04-2024, 16-04-2024, 16-04-2024, 16-04-2024, 18-04-2024, 18-04-2024, 18-04-2024, 18-04-2024, 19-04-2024, 19-04-2024, 19-04-2024, 19-04-2024, 22-04-2024, 22-04-2024, 22-04-2024, 25-04-2024, 25-04-2024, 25-04-2024, 25-04-2024, 25-04-2024, 30-04-2024, 30-04-2024, 30-04-2024, 30-04-2024, 06-05-2024, 07-05-2024, 07-05-2024, 07-05-2024, 13-05-2024, 13-05-2024, 10-06-2024, 10-06-2024, 02-09-2024, 02-09-2024, 02-09-2024, 26-09-2024, 26-09-2024, 26-09-2024",86
13389,"4035, 3112","09-02-2023, 17-02-2023",2
13390,"6085, 3542, 3542","13-11-2023, 03-05-2024, 03-10-2024",3
13391,"3314, 3116, 3116, 3116, 7491","20-03-2023, 04-09-2023, 11-10-2023, 12-02-2024, 22-02-2024",5
13392,"5561, 3116, 3116, 6899, 3717, 3717","15-03-2023, 22-09-2023, 22-09-2023, 31-01-2024, 23-02-2024, 11-06-2024",6
13393,"3116, 3116, 3116, 3116","21-11-2023, 21-11-2023, 12-02-2024, 12-02-2024",4
13394,"3116, 3116, 3116, 3116","21-11-2023, 21-11-2023, 12-02-2024, 12-02-2024",4
13395,"5805, 5805, 5805","22-09-2023, 31-10-2023, 30-11-2023",3
13396,"3118, 3818, 5108, 3128, 3818","10-01-2023, 21-02-2024, 26-02-2024, 25-03-2024, 02-04-2024",5
13397,"3118, 3118","07-11-2023, 22-11-2023",2
13398,"4210, 3119, 3119, 5882","23-08-2023, 04-10-2023, 11-12-2023, 03-06-2024",4
13399,"6501, 6568, 5238, 3124","08-05-2023, 31-05-2023, 20-11-2023, 06-09-2024",4
13400,"3840, 5207","13-02-2023, 09-05-2023",2
13401,"3125, 5495, 3967, 7267, 3967","27-02-2023, 13-05-2023, 16-06-2023, 27-10-2023, 02-04-2024",5
13402,5204,20-03-2024,1
13403,"5404, 3128, 4484, 4043","07-03-2023, 28-03-2023, 22-05-2023, 21-06-2023",4
13404,"6444, 5464, 3128","28-02-2023, 04-03-2023, 02-05-2023",3
13405,"5764, 5764, 5729, 3128","29-03-2023, 09-06-2023, 23-11-2023, 01-03-2024",4
13406,3486,14-03-2024,1
13407,3129,01-05-2023,1
13408,"6919, 6919, 3129, 4654, 4049","29-03-2023, 24-08-2023, 28-12-2023, 22-03-2024, 01-05-2024",5
13409,"5324, 4062, 6460, 4265, 5324, 3130","23-01-2023, 13-03-2023, 15-03-2023, 11-05-2023, 24-10-2023, 17-07-2024",6
13410,"3131, 3131, 3131, 3183","03-03-2023, 20-06-2023, 15-08-2023, 29-04-2024",4
13411,"3133, 3133, 3133, 3133, 3133","06-12-2023, 10-01-2024, 15-01-2024, 31-01-2024, 29-02-2024",5
13412,"6925, 6925, 7129, 7129, 4968, 4968, 3133, 7624, 7624, 7424, 7752, 7752, 3133, 7821, 7821","02-08-2023, 02-08-2023, 22-08-2023, 22-08-2023, 18-11-2023, 18-11-2023, 15-03-2024, 03-05-2024, 03-05-2024, 16-05-2024, 28-06-2024, 28-06-2024, 22-07-2024, 20-09-2024, 20-09-2024",15
13413,"3409, 5868, 4362, 3133, 7071","02-10-2023, 09-11-2023, 17-01-2024, 02-05-2024, 05-09-2024",5
13414,"6915, 6915, 6915, 6915, 6915, 6915, 6915, 6915, 6915, 6915, 6915, 6915, 6915, 6915, 6915, 6915, 6915, 6915, 6915, 6915, 6915, 6915, 6915, 6915, 6915, 6915, 6915, 7460, 7460, 7460, 7460, 7498, 7498, 7498, 7460, 7498, 7498, 7498, 7498, 7498, 7498, 7498, 7791, 7791, 7791, 7791, 7791, 7791, 7797, 7797, 7797, 7797, 7797, 7797, 7797, 7797, 7797, 7797, 7797, 7797, 7797, 7797, 7797, 7797, 7797, 7797, 7797, 7797, 7797, 7797, 7797, 7797, 7797","08-02-2023, 08-02-2023, 08-02-2023, 08-02-2023, 08-02-2023, 10-02-2023, 10-02-2023, 10-02-2023, 10-02-2023, 10-02-2023, 10-02-2023, 10-02-2023, 10-02-2023, 10-02-2023, 10-02-2023, 24-02-2023, 24-02-2023, 24-02-2023, 24-02-2023, 24-02-2023, 24-02-2023, 24-02-2023, 24-02-2023, 24-02-2023, 27-02-2023, 27-02-2023, 27-02-2023, 01-11-2023, 06-11-2023, 09-11-2023, 15-11-2023, 22-11-2023, 22-11-2023, 22-11-2023, 28-11-2023, 21-02-2024, 21-02-2024, 21-02-2024, 21-02-2024, 21-02-2024, 21-02-2024, 21-02-2024, 23-08-2024, 23-08-2024, 26-08-2024, 26-08-2024, 26-08-2024, 26-08-2024, 30-08-2024, 30-08-2024, 30-08-2024, 30-08-2024, 02-09-2024, 02-09-2024, 02-09-2024, 02-09-2024, 04-09-2024, 04-09-2024, 04-09-2024, 04-09-2024, 05-09-2024, 05-09-2024, 05-09-2024, 06-09-2024, 06-09-2024, 06-09-2024, 06-09-2024, 10-09-2024, 10-09-2024, 10-09-2024, 10-09-2024, 11-09-2024, 11-09-2024",73
13415,"7019, 7019, 7019","22-04-2023, 28-08-2023, 16-12-2023",3
13416,"3142, 6480, 3784","13-03-2023, 19-04-2023, 21-05-2024",3
13417,"4820, 4331, 4881, 3142, 4058","14-03-2023, 24-04-2023, 09-10-2023, 04-03-2024, 27-06-2024",5
13418,"3189, 3189, 3142, 5115, 3142","14-02-2023, 05-06-2023, 04-03-2024, 05-06-2024, 18-09-2024",5
13419,"3799, 3799, 6323, 4935, 4782, 3142","11-01-2023, 06-03-2023, 31-05-2023, 29-02-2024, 03-03-2024, 09-04-2024",6
13420,"5754, 3142","20-02-2023, 16-09-2024",2
13421,"3453, 7259, 7250, 3453, 4385, 3968, 7251","15-09-2023, 17-11-2023, 17-11-2023, 10-01-2024, 15-02-2024, 19-02-2024, 04-03-2024",7
13422,"6219, 6211, 6219","26-05-2023, 29-06-2023, 07-03-2024",3
13423,"7376, 4292, 6228","13-10-2023, 21-12-2023, 19-01-2024",3
13424,"3150, 5678","15-03-2023, 02-05-2024",2
13425,"3152, 4938, 7106","01-02-2023, 29-08-2023, 19-12-2023",3
13426,"5150, 3757, 3155","22-02-2023, 08-09-2023, 15-07-2024",3
13427,"3156, 3156, 3156, 3216, 3216, 7207, 5376, 5376","28-04-2023, 28-04-2023, 28-04-2023, 14-08-2023, 14-08-2023, 07-11-2023, 27-11-2023, 27-11-2023",8
13428,"3160, 5508, 5508","28-03-2023, 19-10-2023, 06-02-2024",3
13429,"3161, 3615, 6116","27-06-2023, 20-02-2024, 16-04-2024",3
13430,"4451, 4451, 3162, 3162, 5043, 5654, 4651, 6450, 6450, 6450, 6450, 6450","24-02-2023, 20-04-2023, 28-08-2023, 28-08-2023, 04-09-2023, 28-09-2023, 06-11-2023, 23-11-2023, 23-11-2023, 30-11-2023, 24-01-2024, 25-01-2024",12
13431,"4246, 3162","20-10-2023, 28-02-2024",2
13432,"5943, 5220, 3216, 6357, 3164, 6357, 5678, 6357, 5258","25-01-2023, 14-03-2023, 05-04-2023, 16-05-2023, 21-06-2023, 16-10-2023, 10-11-2023, 05-02-2024, 09-04-2024",9
13433,"5227, 5220, 5195, 6357, 6357","25-01-2023, 07-03-2023, 01-05-2023, 16-10-2023, 05-02-2024",5
13434,7413,13-11-2023,1
13435,"4809, 3166, 6386","30-03-2023, 02-10-2023, 21-12-2023",3
13436,"7381, 7381, 7381","21-06-2024, 21-06-2024, 28-06-2024",3
13437,"3674, 4843, 4843, 3167, 4474","16-03-2023, 17-04-2023, 26-04-2023, 10-05-2023, 08-07-2023",5
13438,"6535, 3885, 3170","03-05-2023, 14-10-2023, 05-02-2024",3
13439,"6917, 6917, 6917, 6917, 3171, 3171","24-01-2023, 24-01-2023, 17-05-2023, 17-05-2023, 07-02-2024, 07-02-2024",6
13440,"5466, 3171","05-04-2023, 07-02-2024",2
13441,"6299, 6861","17-07-2023, 04-09-2023",2
13442,"3174, 3174","22-03-2023, 24-08-2023",2
13443,"3174, 3174, 3174","06-04-2023, 24-08-2023, 21-12-2023",3
13444,"3174, 3174, 3174, 5005, 5005","06-04-2023, 12-04-2023, 09-06-2023, 25-08-2023, 19-02-2024",5
13445,"3175, 3175, 3175, 3175, 3175","01-02-2023, 29-06-2023, 29-06-2023, 12-02-2024, 12-02-2024",5
13446,"3175, 3175, 3175, 3175, 3175, 3175","02-02-2023, 02-02-2023, 27-06-2023, 27-06-2023, 08-02-2024, 08-02-2024",6
13447,"3175, 3175, 3175, 3175","10-05-2023, 10-05-2023, 27-06-2023, 02-02-2024",4
13448,"3175, 3175, 3175","30-05-2023, 06-07-2023, 01-02-2024",3
13449,"3175, 3175, 3175, 3175","15-08-2023, 15-08-2023, 01-02-2024, 01-02-2024",4
13450,"3176, 3176, 3176, 3176","15-06-2023, 15-06-2023, 15-06-2023, 15-06-2023",4
13451,"3977, 3179","06-09-2023, 07-02-2024",2
13452,"4278, 3180, 6263, 3947, 3968, 4663, 4103, 6016","12-01-2023, 07-02-2023, 11-12-2023, 14-12-2023, 21-12-2023, 24-01-2024, 25-01-2024, 10-07-2024",8
13453,"3466, 4385, 3180","17-02-2023, 12-05-2023, 03-10-2024",3
13454,"4149, 3182, 3182, 3182","05-05-2023, 02-06-2023, 04-10-2023, 04-05-2024",4
13455,"3183, 5619, 7241","02-02-2023, 06-09-2023, 06-11-2023",3
13456,"3184, 5466, 6973","18-11-2023, 08-04-2024, 28-05-2024",3
13457,"4623, 5094, 4782, 3184","24-04-2023, 23-08-2023, 16-11-2023, 02-02-2024",4
13458,"4623, 3184","24-04-2023, 02-02-2024",2
13459,"3800, 3231, 5094, 6281, 4696, 3184","03-04-2023, 02-05-2023, 23-08-2023, 13-10-2023, 17-01-2024, 24-05-2024",6
13460,"3361, 4100","12-01-2023, 08-11-2023",2
13461,"5217, 5213, 3185, 3977, 6369","23-02-2023, 20-02-2024, 11-03-2024, 09-04-2024, 02-09-2024",5
13462,"6414, 7274, 3185, 7676","16-06-2023, 08-02-2024, 19-03-2024, 27-03-2024",4
13463,"4081, 3185, 3185","12-04-2024, 27-05-2024, 21-08-2024",3
13464,"3186, 3186, 3186, 3358, 3776","31-01-2023, 02-03-2023, 03-04-2023, 15-05-2023, 12-12-2023",5
13465,"3186, 3186, 3186, 3186","30-03-2023, 05-09-2023, 30-01-2024, 23-05-2024",4
13466,"3186, 3186, 3186, 3186, 3186, 3186, 3186, 3186, 3186","03-04-2023, 03-04-2023, 05-09-2023, 05-09-2023, 16-04-2024, 16-04-2024, 12-06-2024, 12-06-2024, 12-06-2024",9
